listing_id,listing_type,district,neighbourhood,price,GrossSquareMeters,NetSquareMeters,price_per_m2,rooms,halls,total_rooms,floor,floor_category,total_floors,building_age,building_type,building_condition,heating_type,fuel_type,bathroom_count,furnished,usage_status,is_in_complex,complex_name,maintenance_fee,orientation,credit_eligible,deed_status,exchange,last_updated,scraped_at
81705-11492,satilik,Bahçelievler,Şirinevler,3645000,75.0,60.0,48600.0,2,1,3,0.0,Raised Ground,5.0,6,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,"North, South",Eligible,Condominium Title,No,2026-02-13,2026-03-15 05:31:38
30863-10022,satilik,Bahçelievler,Soğanlı,7000000,180.0,165.0,38888.88888888889,5,2,7,5.0,,5.0,10,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,,"North, South",Eligible,Condominium Title,No,2026-03-05,2026-03-15 05:31:47
43272-3854,satilik,Bahçelievler,Kocasinan Merkez,13300000,140.0,119.0,95000.0,3,1,4,10.0,,10.0,0,,,Central (Metered),,2.0,Unfurnished,Vacant,True,,,"South, East, West",Eligible,Construction Easement,No,2026-03-15,2026-03-15 05:31:56
120711-305,satilik,Bahçelievler,Şirinevler,5650000,70.0,62.0,80714.28571428571,2,1,3,4.0,,5.0,3,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,South,Eligible,Condominium Title,No,2026-02-04,2026-03-15 05:32:04
166342-34,satilik,Bahçelievler,Zafer,5500000,85.0,70.0,64705.882352941175,2,1,3,3.0,,4.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,500.0,South,Eligible,Condominium Title,No,2026-02-13,2026-03-15 05:32:11
4638-2886,satilik,Bahçelievler,Soğanlı,10500000,120.0,110.0,87500.0,4,1,5,,Top Floor,6.0,0,Reinforced Concrete,Under Construction,Underfloor Heating,Natural Gas,1.0,Unfurnished,Vacant,False,,,East,Eligible,Land Title,,2026-02-06,2026-03-15 05:32:20
114218-3216,satilik,Bahçelievler,Siyavuşpaşa,8000000,145.0,130.0,55172.41379310345,3,1,4,4.0,,5.0,19,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Condominium Title,No,2026-03-03,2026-03-15 05:32:28
6056-14074,satilik,Bahçelievler,Bahçelievler,10850000,128.0,100.0,84765.625,3,1,4,0.0,Entrance Floor,4.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-02-19,2026-03-15 05:32:36
151320-237,satilik,Bahçelievler,Bahçelievler,28500000,310.0,290.0,91935.48387096774,6,2,8,,Top Floor,4.0,6,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Condominium Title,No,2026-02-13,2026-03-15 05:32:45
166199-18,satilik,Bahçelievler,Zafer,2950000,55.0,50.0,53636.36363636364,1,1,2,-2.0,Basement,5.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,South,Eligible,Condominium Title,No,2026-02-09,2026-03-15 05:32:53
25299-9810,satilik,Bahçelievler,Hürriyet,4000000,75.0,70.0,53333.333333333336,2,1,3,1.0,,4.0,0,Reinforced Concrete,,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,South,Eligible,Condominium Title,No,2026-02-13,2026-03-15 05:33:01
103274-1293,satilik,Bahçelievler,Kocasinan Merkez,7000000,90.0,80.0,77777.77777777778,2,1,3,8.0,,10.0,0,Reinforced Concrete,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,500.0,South,Eligible,Construction Easement,No,2026-02-18,2026-03-15 05:33:09
152242-14,satilik,Bahçelievler,Kocasinan Merkez,6650000,84.0,72.0,79166.66666666667,2,1,3,6.0,,10.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,True,,,,Eligible,Condominium Title,No,2026-02-26,2026-03-15 05:33:17
165714-4,satilik,Bahçelievler,Bahçelievler,12900000,135.0,125.0,95555.55555555556,2,1,3,1.0,,4.0,21,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,,Not Eligible,Condominium Title,Yes,2026-03-09,2026-03-15 05:33:26
165974-3,satilik,Bahçelievler,Hürriyet,6000000,85.0,80.0,70588.23529411765,2,1,3,1.0,,5.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Construction Easement,No,2026-02-28,2026-03-15 05:33:33
165982-32,satilik,Bahçelievler,Hürriyet,1900000,60.0,50.0,31666.666666666668,1,1,2,0.0,Entrance Floor,4.0,21,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,"North, South",Not Eligible,Construction Easement,No,2026-02-06,2026-03-15 05:33:40
91887-4732,satilik,Bahçelievler,Siyavuşpaşa,6750000,85.0,75.0,79411.76470588235,2,1,3,2.0,,5.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,"North, East",Eligible,Condominium Title,No,2026-03-10,2026-03-15 05:33:48
146395-155,satilik,Bahçelievler,Siyavuşpaşa,5750000,90.0,80.0,63888.88888888889,2,1,3,1.0,,5.0,6,,,Combi Boiler,,1.0,Furnished,Tenant-occupied,False,,,South,Eligible,Condominium Title,No,2026-03-03,2026-03-15 05:34:00
86191-248,satilik,Bahçelievler,Zafer,3500000,60.0,50.0,58333.333333333336,1,1,2,-1.0,Garden Floor,6.0,6,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Not Eligible,Condominium Title,No,2026-03-04,2026-03-15 05:34:11
141575-294,satilik,Bahçelievler,Hürriyet,6750000,110.0,100.0,61363.63636363636,3,1,4,3.0,,4.0,5,,,Combi Boiler,,3.0,Unfurnished,Vacant,False,,700.0,North,Eligible,Condominium Title,No,2026-02-04,2026-03-15 05:34:20
18533-1265,satilik,Bahçelievler,Soğanlı,6700000,175.0,150.0,38285.71428571428,4,2,6,4.0,,4.0,6,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Construction Easement,No,2026-02-03,2026-03-15 05:34:29
81475-6742,satilik,Bahçelievler,Bahçelievler,28500000,300.0,275.0,95000.0,6,2,8,4.0,,4.0,6,,,Combi Boiler,,2.0,Unfurnished,Vacant,False,,,"North, South, East, West",Not Eligible,Condominium Title,No,2026-02-12,2026-03-15 05:34:38
165787-9,satilik,Bahçelievler,Bahçelievler,15700000,240.0,220.0,65416.666666666664,4,1,5,1.0,,4.0,31,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Condominium Title,No,2026-02-16,2026-03-15 05:34:45
30863-9995,satilik,Bahçelievler,Şirinevler,9500000,120.0,110.0,79166.66666666667,3,1,4,8.0,,10.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,700.0,"South, West",Eligible,No Title Deed,,2026-03-09,2026-03-15 05:34:54
43272-3853,satilik,Bahçelievler,Kocasinan Merkez,10250000,125.0,110.0,82000.0,3,1,4,8.0,,10.0,0,,,Central (Metered),,2.0,Unfurnished,Vacant,True,,,"South, East, West",Eligible,Condominium Title,No,2026-03-15,2026-03-15 05:35:03
123075-2665,satilik,Bahçelievler,Şirinevler,6200000,120.0,100.0,51666.666666666664,2,1,3,1.0,,6.0,40,Reinforced Concrete,,Combi Boiler,Natural Gas,1.0,Unfurnished,,False,,500.0,,Not Eligible,Land Title,No,2026-02-13,2026-03-15 05:35:10
166342-24,satilik,Bahçelievler,Zafer,5200000,75.0,65.0,69333.33333333333,2,1,3,5.0,,5.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,300.0,South,Eligible,Condominium Title,No,2026-02-16,2026-03-15 05:35:18
165666-15,satilik,Bahçelievler,Soğanlı,3500000,100.0,90.0,35000.0,2,1,3,2.0,,5.0,31,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,,Eligible,Construction Easement,No,2026-02-13,2026-03-15 05:35:27
36122-1894,satilik,Bahçelievler,Siyavuşpaşa,7200000,95.0,80.0,75789.47368421052,2,1,3,4.0,,5.0,4,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,"North, South",Eligible,Condominium Title,No,2026-02-04,2026-03-15 05:35:35
2608-6796,satilik,Bahçelievler,Soğanlı,3000000,75.0,70.0,40000.0,1,1,2,-1.0,Garden Floor,5.0,16,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,300.0,South,Eligible,Construction Easement,No,2026-02-17,2026-03-15 05:35:42
151320-226,satilik,Bahçelievler,Siyavuşpaşa,6750000,90.0,80.0,75000.0,2,1,3,2.0,,5.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,"South, West",Eligible,Construction Easement,No,2026-02-13,2026-03-15 05:35:51
152242-13,satilik,Bahçelievler,Kocasinan Merkez,6300000,90.0,73.0,70000.0,2,1,3,8.0,,10.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,True,Diamond City Residence,,,Eligible,Condominium Title,Yes,2026-02-10,2026-03-15 05:35:58
152700-687,satilik,Bahçelievler,Soğanlı,4650000,75.0,65.0,62000.0,2,1,3,4.0,,5.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,"North, East",Eligible,Condominium Title,No,2026-02-09,2026-03-15 05:36:05
131185-911,satilik,Bahçelievler,Cumhuriyet,5100000,95.0,85.0,53684.21052631579,3,1,4,2.0,,4.0,16,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Tenant-occupied,False,,300.0,"East, West",Eligible,Construction Easement,No,2026-02-13,2026-03-15 05:36:13
1739-6747,satilik,Bahçelievler,Bahçelievler,12000000,90.0,73.0,133333.33333333334,2,1,3,0.0,Entrance Floor,4.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Furnished,,False,,600.0,South,Eligible,Construction Easement,No,2026-02-13,2026-03-15 05:36:21
6056-14077,satilik,Bahçelievler,Siyavuşpaşa,5300000,138.0,125.0,38405.79710144927,3,1,4,5.0,,5.0,38,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"North, South",Eligible,Construction Easement,No,2026-03-05,2026-03-15 05:36:29
114218-3178,satilik,Bahçelievler,Siyavuşpaşa,5750000,118.0,110.0,48728.813559322036,3,1,4,3.0,,5.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,South,Eligible,Condominium Title,No,2026-02-13,2026-03-15 05:36:37
103274-1297,satilik,Bahçelievler,Kocasinan Merkez,7250000,90.0,80.0,80555.55555555556,2,1,3,9.0,,10.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,500.0,South,Eligible,Construction Easement,No,2026-02-18,2026-03-15 05:36:45
25299-9798,satilik,Bahçelievler,Soğanlı,5500000,75.0,70.0,73333.33333333333,2,1,3,3.0,,5.0,2,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,South,Eligible,Condominium Title,No,2026-02-13,2026-03-15 05:36:54
165881-7,satilik,Bahçelievler,Zafer,3000000,70.0,60.0,42857.142857142855,2,1,3,0.0,Raised Ground,5.0,26,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,South,Not Eligible,Shared Title,No,2026-02-13,2026-03-15 05:37:01
141575-292,satilik,Bahçelievler,Çobançeşme,4500000,85.0,75.0,52941.17647058824,2,1,3,1.0,,4.0,16,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,250.0,"North, South",Eligible,Construction Easement,No,2026-02-05,2026-03-15 05:37:09
164535-2,satilik,Bakırköy,Şenlikköy,22000000,160.0,120.0,137500.0,3,1,4,0.0,Entrance Floor,3.0,21,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,True,,,"South, East, West",Eligible,Construction Easement,No,2026-03-09,2026-03-15 05:37:18
2831-2848,satilik,Bakırköy,Zuhuratbaba,7250000,100.0,90.0,72500.0,3,1,4,1.0,,5.0,40,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,300.0,"South, West",Eligible,Condominium Title,No,2026-02-13,2026-03-15 05:37:28
1757-3327,satilik,Bakırköy,Şenlikköy,16280000,100.0,80.0,162800.0,3,1,4,-1.0,Garden Floor,3.0,29,,Second-hand,Central,,1.0,Unfurnished,Tenant-occupied,False,,,"South, East",Not Eligible,Condominium Title,Yes,2026-02-13,2026-03-15 05:37:47
2237-4937,satilik,Bakırköy,Yeşilköy,32500000,170.0,150.0,191176.4705882353,3,1,4,1.0,,3.0,6,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"North, East, West",Eligible,Condominium Title,No,2026-03-06,2026-03-15 05:37:54
13671-619,satilik,Bakırköy,Kartaltepe,10950000,85.0,70.0,128823.5294117647,2,1,3,0.0,Entrance Floor,5.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,250.0,South,Eligible,No Title Deed,No,2026-03-08,2026-03-15 05:38:03
41836-1545,satilik,Bakırköy,Sakızağacı,3500000,90.0,84.0,38888.88888888889,2,1,3,-1.0,Garden Floor,5.0,45,,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,,False,,150.0,"North, South, East, West",Eligible,Condominium Title,No,2026-03-11,2026-03-15 05:38:11
2687-7427,satilik,Bakırköy,Şenlikköy,18100000,220.0,200.0,82272.72727272728,4,1,5,-1.0,Garden Floor,3.0,31,,,Combi Boiler,,1.0,Furnished,Owner-occupied,False,,,South,Eligible,Condominium Title,No,2026-02-26,2026-03-15 05:38:19
2831-2835,satilik,Bakırköy,Kartaltepe,25000000,250.0,200.0,100000.0,5,2,7,5.0,,5.0,2,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,3.0,Unfurnished,Tenant-occupied,False,,800.0,"South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-15 05:38:26
2831-2834,satilik,Bakırköy,Kartaltepe,19000000,230.0,200.0,82608.69565217392,4,1,5,5.0,,5.0,23,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,400.0,"South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-15 05:38:33
154749-45,satilik,Bakırköy,Şenlikköy,39500000,550.0,480.0,71818.18181818182,8,2,10,,Villa Floor,4.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,6.0,Furnished,Owner-occupied,False,,,"North, South, East, West",Eligible,Construction Easement,No,2026-03-14,2026-03-15 05:38:42
6056-14083,satilik,Bakırköy,Osmaniye,11500000,224.0,180.0,51339.28571428572,4,1,5,4.0,,4.0,16,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,3.0,Unfurnished,Owner-occupied,False,,400.0,East,Eligible,Condominium Title,No,2026-03-13,2026-03-15 05:38:53
4753-17725,satilik,Bakırköy,Şenlikköy,27000000,160.0,150.0,168750.0,3,1,4,,Mid Floor,2.0,1,Reinforced Concrete,New,Underfloor Heating,Natural Gas,2.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Condominium Title,No,2026-03-14,2026-03-15 05:39:01
43372-3468,satilik,Bakırköy,Ataköy 2-5-6. Kısım,11850000,110.0,95.0,107727.27272727272,3,1,4,4.0,,14.0,35,Reinforced Concrete,Second-hand,Central,Natural Gas,1.0,Unfurnished,Vacant,True,,,West,Eligible,Condominium Title,No,2026-03-14,2026-03-15 05:39:10
13677-1864,satilik,Bakırköy,Osmaniye,26250000,214.0,143.0,122663.55140186916,4,1,5,5.0,,8.0,11,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2.0,Unfurnished,Owner-occupied,False,,11950.0,West,Eligible,Foreign Owner,No,2026-03-14,2026-03-15 05:39:18
86673-5021,satilik,Bakırköy,Yenimahalle,16500000,165.0,160.0,100000.0,4,1,5,4.0,,4.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,South,Eligible,Condominium Title,No,2026-03-14,2026-03-15 05:39:27
43272-4077,satilik,Bakırköy,Ataköy 7-8-9-10. Kısım,26000000,150.0,140.0,173333.33333333334,3,1,4,1.0,,5.0,30,Reinforced Concrete,Second-hand,Central,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,6000.0,"South, East",Eligible,Condominium Title,No,2026-03-13,2026-03-15 05:39:34
5467-3535,satilik,Bakırköy,Ataköy 3-4-11. Kısım,23000000,150.0,115.0,153333.33333333334,2,1,3,4.0,,5.0,11,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Condominium Title,No,2026-03-14,2026-03-15 05:39:41
4753-17697,satilik,Bakırköy,Şenlikköy,31000000,360.0,350.0,86111.11111111111,5,2,7,,Top Floor,3.0,28,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,3.0,Unfurnished,Vacant,False,,,West,Eligible,Construction Easement,No,2026-03-14,2026-03-15 05:39:49
13677-1843,satilik,Bakırköy,Osmaniye,21500000,195.0,130.0,110256.41025641025,4,1,5,6.0,,8.0,11,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2.0,Unfurnished,Tenant-occupied,True,Referans Bakırköy Rezidans,8300.0,"North, West",Eligible,Condominium Title,No,2026-03-14,2026-03-15 05:39:56
4753-17666,satilik,Bakırköy,Şenlikköy,41000000,200.0,180.0,205000.0,4,1,5,,Mid Floor,3.0,2,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,3.0,Unfurnished,Tenant-occupied,False,,,"South, East, West",Eligible,Condominium Title,No,2026-03-14,2026-03-15 05:40:05
86673-5027,satilik,Bakırköy,Zuhuratbaba,12000000,92.0,83.0,130434.78260869565,2,1,3,4.0,,5.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,South,Eligible,Condominium Title,No,2026-03-14,2026-03-15 05:40:13
5467-3521,satilik,Bakırköy,Zuhuratbaba,13250000,150.0,120.0,88333.33333333333,3,1,4,,Top Floor,5.0,6,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"South, West",Eligible,Condominium Title,No,2026-03-14,2026-03-15 05:40:20
4753-17628,satilik,Bakırköy,Şenlikköy,42500000,300.0,276.0,141666.66666666666,4,1,5,,Mid Floor,5.0,23,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,West,Eligible,Construction Easement,,2026-03-14,2026-03-15 05:40:28
45495-3082,satilik,Bakırköy,Zeytinlik,8000000,110.0,95.0,72727.27272727272,3,0,3,2.0,,5.0,45,Reinforced Concrete,Second-hand,Central,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,250.0,"South, East, West",Not Eligible,Condominium Title,No,2026-03-14,2026-03-15 05:40:45
4753-17418,satilik,Bakırköy,Şenlikköy,14900000,200.0,180.0,74500.0,4,1,5,-1.0,Garden Floor,4.0,25,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Tenant-occupied,False,,3000.0,"North, South, West",Eligible,Condominium Title,No,2026-03-14,2026-03-15 05:40:52
2137-28431,satilik,Bakırköy,Zuhuratbaba,16000000,110.0,85.0,145454.54545454544,2,1,3,3.0,,5.0,0,,New,Combi Boiler,,2.0,Unfurnished,Vacant,False,,,"South, East, West",Eligible,Construction Easement,,2026-03-11,2026-03-15 05:41:00
158860-373,satilik,Bakırköy,Yeşilyurt,27500000,135.0,119.0,203703.7037037037,3,0,3,,Mid Floor,5.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,2000.0,East,Eligible,Construction Easement,No,2026-03-11,2026-03-15 05:41:16
31383-7832,satilik,Bakırköy,Yeşilköy,22000000,125.0,115.0,176000.0,3,1,4,1.0,,5.0,10,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,South,Eligible,Condominium Title,No,2026-03-09,2026-03-15 05:41:25
155508-23,satilik,Bakırköy,Sakızağacı,6500000,160.0,150.0,40625.0,3,1,4,-1.0,Semi-Basement,5.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,500.0,"North, South",Eligible,Condominium Title,No,2026-03-12,2026-03-15 05:41:34
133391-125,satilik,Bakırköy,Yeşilköy,33000000,200.0,160.0,165000.0,3,0,3,,Mid Floor,5.0,36,Reinforced Concrete,Second-hand,Floor Radiator,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,,,Eligible,Condominium Title,No,2026-03-12,2026-03-15 05:41:50
145933-183,satilik,Bakırköy,Şenlikköy,39000000,320.0,290.0,121875.0,4,2,6,3.0,,4.0,15,,,Floor Radiator,Natural Gas,4.0,Unfurnished,,True,,,,Eligible,Condominium Title,Yes,2026-03-09,2026-03-15 05:41:58
19126-1451,satilik,Bakırköy,Zuhuratbaba,23000000,300.0,280.0,76666.66666666667,5,1,6,4.0,,5.0,4,Reinforced Concrete,New,Combi Boiler,Natural Gas,4.0,Unfurnished,Owner-occupied,False,,300.0,"South, East",Eligible,Condominium Title,No,2026-03-09,2026-03-15 05:42:06
53933-327,satilik,Bakırköy,Yeşilköy,10500000,155.0,135.0,67741.93548387097,3,1,4,0.0,Entrance Floor,4.0,28,,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,,Eligible,Construction Easement,,2026-03-12,2026-03-15 05:42:14
4638-2895,satilik,Bakırköy,Osmaniye,5700000,85.0,75.0,67058.82352941176,2,1,3,,Mid Floor,5.0,30,Reinforced Concrete,,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"North, East, West",Eligible,Construction Easement,No,2026-03-13,2026-03-15 05:42:21
79704-293,satilik,Bakırköy,Cevizlik,5000000,110.0,95.0,45454.545454545456,2,1,3,-1.0,Garden Floor,5.0,6,Reinforced Concrete,New,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,695.0,"East, West",Eligible,Condominium Title,,2026-03-12,2026-03-15 05:42:29
155508-18,satilik,Bakırköy,Zeytinlik,2950000,55.0,45.0,53636.36363636364,1,1,2,-1.0,Semi-Basement,5.0,55,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,300.0,"North, South, West",Eligible,Condominium Title,No,2026-03-12,2026-03-15 05:42:38
158860-109,satilik,Bakırköy,Yeşilköy,19990000,115.0,95.0,173826.08695652173,2,1,3,3.0,,5.0,31,,,Central,,1.0,Unfurnished,Vacant,True,Polat Deniz Sitesi,4.0,South,Eligible,Condominium Title,No,2026-03-11,2026-03-15 05:42:45
31383-7797,satilik,Bakırköy,Yeşilköy,38000000,250.0,220.0,152000.0,3,2,5,4.0,,4.0,6,Reinforced Concrete,Second-hand,Underfloor Heating,Natural Gas,3.0,Unfurnished,Vacant,False,,,"East, West",Eligible,Condominium Title,No,2026-03-09,2026-03-15 05:42:53
53933-363,satilik,Bakırköy,Yeşilköy,18500000,260.0,240.0,71153.84615384616,3,2,5,,Top Floor,5.0,33,,Second-hand,Combi Boiler,Natural Gas,3.0,,Owner-occupied,False,,,"South, East, West",Eligible,Condominium Title,,2026-03-10,2026-03-15 05:43:00
85708-3727,satilik,Bakırköy,Zeytinlik,5250000,98.0,90.0,53571.42857142857,2,1,3,0.0,Raised Ground,4.0,39,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,South,Eligible,Condominium Title,No,2026-03-10,2026-03-15 05:43:08
3448-15280,satilik,Bakırköy,Osmaniye,11700000,130.0,120.0,90000.0,3,1,4,2.0,,3.0,18,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,"South, East",Eligible,Condominium Title,No,2026-03-09,2026-03-15 05:43:16
43272-4049,satilik,Bakırköy,Zuhuratbaba,17000000,125.0,105.0,136000.0,3,1,4,2.0,,5.0,8,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,,"South, East",Eligible,Condominium Title,No,2026-03-11,2026-03-15 05:43:27
4753-17522,satilik,Bakırköy,Şenlikköy,48500000,500.0,450.0,97000.0,7,2,9,,Top Floor,4.0,21,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,4.0,Unfurnished,Vacant,True,,,West,Eligible,Condominium Title,No,2026-03-14,2026-03-15 05:43:35
19126-1484,satilik,Bakırköy,Cevizlik,14500000,140.0,130.0,103571.42857142857,3,1,4,1.0,,5.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,250.0,"East, West",Eligible,Condominium Title,No,2026-03-09,2026-03-15 05:43:42
2831-2837,satilik,Bakırköy,Osmaniye,8500000,110.0,98.0,77272.72727272728,3,1,4,5.0,,5.0,40,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,400.0,"South, West",Eligible,Condominium Title,,2026-03-09,2026-03-15 05:43:50
6056-14059,satilik,Bakırköy,Zuhuratbaba,12000000,85.0,70.0,141176.4705882353,2,1,3,5.0,,5.0,7,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,South,Eligible,Condominium Title,No,2026-03-11,2026-03-15 05:43:59
